,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,red
753,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,0
754,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,0
755,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,0
756,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,0
757,6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,0
758,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5,0
759,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,0
760,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,0
761,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,0
762,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,0
763,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,0
764,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5,0
765,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,0
766,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,0
767,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,0
768,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7,0
769,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,0
770,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,0
771,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,0
772,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5,0
773,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,0
774,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,0
775,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,0
776,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,0
777,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,0
778,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,0
779,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,0
780,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,0
781,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7,0
782,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0
783,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6,0
784,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,0
785,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,0
786,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,0
787,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,0
788,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6,0
789,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7,0
790,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,7,0
791,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,0
792,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,0
793,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6,0
794,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,0
795,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,0
796,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,0
797,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,0
798,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,0
799,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,0
800,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,0
801,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,0
802,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,0
803,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,0
804,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,5,0
805,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,0
806,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,0
807,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,0
808,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,0
809,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,0
810,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,0
811,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,0
812,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,0
813,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7,0
814,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,0
815,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,0
816,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7,0
817,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,0
818,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,0
819,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,0
820,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,0
821,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,0
822,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,0
823,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6,0
824,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,0
825,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,0
826,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,0
827,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6,0
828,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,0
829,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7,0
830,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,0
831,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,0
832,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,0
833,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,0
834,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,0
835,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5,0
836,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,0
837,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,0
838,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,0
839,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,0
840,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,0
841,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,0
842,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,0
843,7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6,0
844,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,0
845,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,0
846,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,0
847,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5,0
848,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,0
849,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,0
850,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5,0
851,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,0
852,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,0
853,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,0
854,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,0
855,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,0
856,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,0
857,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,0
858,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,0
859,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,0
860,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7,0
861,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,0
862,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,0
863,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,5,0
864,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,0
865,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,0
866,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,0
867,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,0
868,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,0
869,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,0
870,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,0
871,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,0
872,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,0
873,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,0
874,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,0
875,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,0
876,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7,0
877,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,0
878,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,0
879,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,0
880,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,0
881,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,0
882,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6,0
883,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,0
884,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,0
885,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6,0
886,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7,0
887,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,0
888,7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8,0
889,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,0
890,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5,0
891,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,0
892,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,0
893,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,0
894,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5,0
895,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
896,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,0
897,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,0
898,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,0
899,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6,0
900,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,0
901,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,0
902,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,0
903,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,0
904,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,0
905,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,0
906,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,0
907,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,0
908,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,0
909,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,0
910,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7,0
911,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,0
912,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,0
913,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,0
914,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,0
915,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,0
916,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,0
917,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,0
918,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,0
919,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,0
920,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,0
921,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,0
922,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,0
923,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,0
924,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,0
925,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,0
926,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,0
927,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5,0
928,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6,0
929,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,0
930,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,0
931,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,0
932,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,0
933,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,0
934,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,0
935,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,0
936,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,0
937,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,0
938,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7,0
939,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
940,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,0
941,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,0
942,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,0
943,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,0
944,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,0
945,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,0
946,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,0
947,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,0
948,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,0
949,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,0
950,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5,0
951,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,0
952,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,0
953,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7,0
954,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,0
955,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,0
956,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,0
957,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,0
958,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,0
959,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,0
960,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,0
961,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,0
962,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,0
963,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,0
964,7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,0
965,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0
966,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,0
967,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,0
968,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,0
969,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,0
970,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,0
971,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,0
972,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,0
973,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,0
974,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,0
975,7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,0
976,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,0
977,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,0
978,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,0
979,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6,0
980,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,0
981,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7,0
982,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,0
983,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,0
984,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,0
985,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,0
986,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,0
987,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,0
988,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6,0
989,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,0
990,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,0
991,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,0
992,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,0
993,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,0
994,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,0
995,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,0
996,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,0
997,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,0
998,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,0
999,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,0